Positvity measure (%),Split,Provider country,Mode of study,Level of study,Subject,Question Number,Responses
78.1,United Kingdom,Wales,All modes,All undergraduates,Business and management,Theme 3: Assessment and feedback,1317.9
84.4,United Kingdom,Wales,All modes,All undergraduates,Business and management,Theme 4: Academic support,1318.9
79.3,United Kingdom,Wales,All modes,All undergraduates,Business and management,Theme 5: Organisation and management,1317.9
84.6,United Kingdom,Wales,All modes,All undergraduates,Business and management,Theme 6: Learning resources,1315.4
73.7,United Kingdom,Wales,All modes,All undergraduates,Business and management,Theme 7: Student voice,1308.9
89.8,United Kingdom,Wales,All modes,All undergraduates,Language and area studies,Theme 1: Teaching on my course,512.4
81.6,United Kingdom,Wales,All modes,All undergraduates,Language and area studies,Theme 2: Learning opportunities,512.4
80.4,United Kingdom,Wales,All modes,All undergraduates,Language and area studies,Theme 3: Assessment and feedback,512.4
90.3,United Kingdom,Wales,All modes,All undergraduates,Language and area studies,Theme 4: Academic support,512.4
78.3,United Kingdom,Wales,All modes,All undergraduates,Language and area studies,Theme 5: Organisation and management,512.4
86.8,United Kingdom,Wales,All modes,All undergraduates,Language and area studies,Theme 6: Learning resources,507.5
76.1,United Kingdom,Wales,All modes,All undergraduates,Language and area studies,Theme 7: Student voice,508.9
89.4,United Kingdom,Wales,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 1: Teaching on my course,459
79.5,United Kingdom,Wales,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 2: Learning opportunities,459
82.1,United Kingdom,Wales,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 3: Assessment and feedback,459
88,United Kingdom,Wales,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 4: Academic support,459
74.6,United Kingdom,Wales,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 5: Organisation and management,459
87.3,United Kingdom,Wales,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 6: Learning resources,456
73.6,United Kingdom,Wales,All modes,All undergraduates,"Historical, philosophical and religious studies",Theme 7: Student voice,454.5
87.8,United Kingdom,Wales,All modes,All undergraduates,Education and teaching,Theme 1: Teaching on my course,457.8
85.3,United Kingdom,Wales,All modes,All undergraduates,Education and teaching,Theme 2: Learning opportunities,457.8
84.6,United Kingdom,Wales,All modes,All undergraduates,Education and teaching,Theme 3: Assessment and feedback,457.8
84.2,United Kingdom,Wales,All modes,All undergraduates,Education and teaching,Theme 4: Academic support,457.8
74.4,United Kingdom,Wales,All modes,All undergraduates,Education and teaching,Theme 5: Organisation and management,457.8
84.8,United Kingdom,Wales,All modes,All undergraduates,Education and teaching,Theme 6: Learning resources,455.8
80.1,United Kingdom,Wales,All modes,All undergraduates,Education and teaching,Theme 7: Student voice,455.8
87.7,United Kingdom,Wales,All modes,All undergraduates,Combined and general studies,Theme 1: Teaching on my course,8.6
90.9,United Kingdom,Wales,All modes,All undergraduates,Combined and general studies,Theme 2: Learning opportunities,8.6
89.2,United Kingdom,Wales,All modes,All undergraduates,Combined and general studies,Theme 3: Assessment and feedback,8.6
85.5,United Kingdom,Wales,All modes,All undergraduates,Combined and general studies,Theme 4: Academic support,8.6
64.2,United Kingdom,Wales,All modes,All undergraduates,Combined and general studies,Theme 5: Organisation and management,8.6
86.1,United Kingdom,Wales,All modes,All undergraduates,Combined and general studies,Theme 6: Learning resources,8.6
65.7,United Kingdom,Wales,All modes,All undergraduates,Combined and general studies,Theme 7: Student voice,8.6
82.8,United Kingdom,Wales,All modes,All undergraduates,"Media, journalism and communications",Theme 1: Teaching on my course,281.3
79.5,United Kingdom,Wales,All modes,All undergraduates,"Media, journalism and communications",Theme 2: Learning opportunities,281.3
79.2,United Kingdom,Wales,All modes,All undergraduates,"Media, journalism and communications",Theme 3: Assessment and feedback,281.3
82.6,United Kingdom,Wales,All modes,All undergraduates,"Media, journalism and communications",Theme 4: Academic support,281.3
70.1,United Kingdom,Wales,All modes,All undergraduates,"Media, journalism and communications",Theme 5: Organisation and management,280.8
82.8,United Kingdom,Wales,All modes,All undergraduates,"Media, journalism and communications",Theme 6: Learning resources,277.5
74.1,United Kingdom,Wales,All modes,All undergraduates,"Media, journalism and communications",Theme 7: Student voice,276.3
86.9,United Kingdom,Wales,All modes,All undergraduates,"Design, and creative and performing arts",Theme 1: Teaching on my course,1065.6
81.6,United Kingdom,Wales,All modes,All undergraduates,"Design, and creative and performing arts",Theme 2: Learning opportunities,1066.6
83.8,United Kingdom,Wales,All modes,All undergraduates,"Design, and creative and performing arts",Theme 3: Assessment and feedback,1066.6
86.6,United Kingdom,Wales,All modes,All undergraduates,"Design, and creative and performing arts",Theme 4: Academic support,1066.6
69.4,United Kingdom,Wales,All modes,All undergraduates,"Design, and creative and performing arts",Theme 5: Organisation and management,1065.6
82,United Kingdom,Wales,All modes,All undergraduates,"Design, and creative and performing arts",Theme 6: Learning resources,1064.8
74.9,United Kingdom,Wales,All modes,All undergraduates,"Design, and creative and performing arts",Theme 7: Student voice,1062.1
86.6,United Kingdom,Wales,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 1: Teaching on my course,406.8
80.7,United Kingdom,Wales,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 2: Learning opportunities,406.8
77,United Kingdom,Wales,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 3: Assessment and feedback,406.8
85.1,United Kingdom,Wales,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 4: Academic support,406.4
75.4,United Kingdom,Wales,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 5: Organisation and management,406.8
87.1,United Kingdom,Wales,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 6: Learning resources,403.9
75.9,United Kingdom,Wales,All modes,All undergraduates,"Geography, earth and environmental studies",Theme 7: Student voice,401.3
84.3,United Kingdom,Wales,All modes,All undergraduates,All subjects,Theme 1: Teaching on my course,13696
80,United Kingdom,Wales,All modes,All undergraduates,All subjects,Theme 2: Learning opportunities,13699
77.7,United Kingdom,Wales,All modes,All undergraduates,All subjects,Theme 3: Assessment and feedback,13697
81.7,United Kingdom,Wales,All modes,All undergraduates,All subjects,Theme 4: Academic support,13691
70.1,United Kingdom,Wales,All modes,All undergraduates,All subjects,Theme 5: Organisation and management,13692
84.8,United Kingdom,Wales,All modes,All undergraduates,All subjects,Theme 6: Learning resources,13621
71.7,United Kingdom,Wales,All modes,All undergraduates,All subjects,Theme 7: Student voice,13600
83.3,United Kingdom,Wales,Apprenticeship,All undergraduates,Engineering and technology,Theme 1: Teaching on my course,20
78,United Kingdom,Wales,Apprenticeship,All undergraduates,Engineering and technology,Theme 2: Learning opportunities,20
69,United Kingdom,Wales,Apprenticeship,All undergraduates,Engineering and technology,Theme 3: Assessment and feedback,20
82.5,United Kingdom,Wales,Apprenticeship,All undergraduates,Engineering and technology,Theme 4: Academic support,20
65,United Kingdom,Wales,Apprenticeship,All undergraduates,Engineering and technology,Theme 5: Organisation and management,20
62,United Kingdom,Wales,Apprenticeship,All undergraduates,Engineering and technology,Theme 6: Learning resources,18
64.9,United Kingdom,Wales,Apprenticeship,All undergraduates,Engineering and technology,Theme 7: Student voice,19
92.6,United Kingdom,Wales,Apprenticeship,All undergraduates,Computing,Theme 1: Teaching on my course,34
87.1,United Kingdom,Wales,Apprenticeship,All undergraduates,Computing,Theme 2: Learning opportunities,34
85.9,United Kingdom,Wales,Apprenticeship,All undergraduates,Computing,Theme 3: Assessment and feedback,34
94.1,United Kingdom,Wales,Apprenticeship,All undergraduates,Computing,Theme 4: Academic support,34
79.4,United Kingdom,Wales,Apprenticeship,All undergraduates,Computing,Theme 5: Organisation and management,34
89.2,United Kingdom,Wales,Apprenticeship,All undergraduates,Computing,Theme 6: Learning resources,34
75.5,United Kingdom,Wales,Apprenticeship,All undergraduates,Computing,Theme 7: Student voice,34
60.3,United Kingdom,Wales,Apprenticeship,All undergraduates,Law,Theme 1: Teaching on my course,188
50,United Kingdom,Wales,Apprenticeship,All undergraduates,Law,Theme 2: Learning opportunities,190
72.9,United Kingdom,Wales,Apprenticeship,All undergraduates,Law,Theme 3: Assessment and feedback,190
74.6,United Kingdom,Wales,Apprenticeship,All undergraduates,Law,Theme 4: Academic support,189
56.3,United Kingdom,Wales,Apprenticeship,All undergraduates,Law,Theme 5: Organisation and management,189
61.5,United Kingdom,Wales,Apprenticeship,All undergraduates,Law,Theme 6: Learning resources,183
47.8,United Kingdom,Wales,Apprenticeship,All undergraduates,Law,Theme 7: Student voice,188
66.7,United Kingdom,Wales,Apprenticeship,All undergraduates,All subjects,Theme 1: Teaching on my course,242
57.5,United Kingdom,Wales,Apprenticeship,All undergraduates,All subjects,Theme 2: Learning opportunities,244
74.4,United Kingdom,Wales,Apprenticeship,All undergraduates,All subjects,Theme 3: Assessment and feedback,244
78,United Kingdom,Wales,Apprenticeship,All undergraduates,All subjects,Theme 4: Academic support,243
60.3,United Kingdom,Wales,Apprenticeship,All undergraduates,All subjects,Theme 5: Organisation and management,243
65.5,United Kingdom,Wales,Apprenticeship,All undergraduates,All subjects,Theme 6: Learning resources,235
53,United Kingdom,Wales,Apprenticeship,All undergraduates,All subjects,Theme 7: Student voice,241
88.3,United Kingdom,Wales,Full-time,All undergraduates,Medicine and dentistry,Theme 1: Teaching on my course,377
87,United Kingdom,Wales,Full-time,All undergraduates,Medicine and dentistry,Theme 2: Learning opportunities,377
71.7,United Kingdom,Wales,Full-time,All undergraduates,Medicine and dentistry,Theme 3: Assessment and feedback,377
80.5,United Kingdom,Wales,Full-time,All undergraduates,Medicine and dentistry,Theme 4: Academic support,377
52.8,United Kingdom,Wales,Full-time,All undergraduates,Medicine and dentistry,Theme 5: Organisation and management,377
89.2,United Kingdom,Wales,Full-time,All undergraduates,Medicine and dentistry,Theme 6: Learning resources,375
65.3,United Kingdom,Wales,Full-time,All undergraduates,Medicine and dentistry,Theme 7: Student voice,376
79.4,United Kingdom,Wales,Full-time,All undergraduates,Subjects allied to medicine,Theme 1: Teaching on my course,2094
75.4,United Kingdom,Wales,Full-time,All undergraduates,Subjects allied to medicine,Theme 2: Learning opportunities,2095
71.4,United Kingdom,Wales,Full-time,All undergraduates,Subjects allied to medicine,Theme 3: Assessment and feedback,2095
70.2,United Kingdom,Wales,Full-time,All undergraduates,Subjects allied to medicine,Theme 4: Academic support,2093
48.6,United Kingdom,Wales,Full-time,All undergraduates,Subjects allied to medicine,Theme 5: Organisation and management,2093
83.7,United Kingdom,Wales,Full-time,All undergraduates,Subjects allied to medicine,Theme 6: Learning resources,2082
62.5,United Kingdom,Wales,Full-time,All undergraduates,Subjects allied to medicine,Theme 7: Student voice,2078
86.1,United Kingdom,Wales,Full-time,All undergraduates,Biological and sport sciences,Theme 1: Teaching on my course,1514
82.6,United Kingdom,Wales,Full-time,All undergraduates,Biological and sport sciences,Theme 2: Learning opportunities,1514
78.9,United Kingdom,Wales,Full-time,All undergraduates,Biological and sport sciences,Theme 3: Assessment and feedback,1514
82.6,United Kingdom,Wales,Full-time,All undergraduates,Biological and sport sciences,Theme 4: Academic support,1512.4
78.3,United Kingdom,Wales,Full-time,All undergraduates,Biological and sport sciences,Theme 5: Organisation and management,1514
